REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_COMPLEMENT_CASCADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_COMPLEMENT_CASCADE,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_COMPLEMENT_CASCADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_COMPLEMENT_CASCADE,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATION_OF_C3_AND_C5,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_COMPLEMENT_CASCADE,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FCGR_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DAP12_INTERACTIONS,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DAP12_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_DAP12_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_PROGRAMMED_CELL_DEATH,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_COMPLEMENT_CASCADE,REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FCERI_MEDIATED_CAPLUS2_MOBILIZATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_DISEASE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_IRAK4_DEFICIENCY_TLR2_4,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_DISEASE,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CLEC7A_DECTIN_1_SIGNALING,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CLEC7A_DECTIN_1_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DECTIN_2_FAMILY,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CD209_DC_SIGN_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CLEC7A_DECTIN_1_SIGNALING,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_INTERLEUKIN_17_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_1_SIGNALING,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEUTROPHIL_DEGRANULATION,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ANTIMICROBIAL_PEPTIDES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ANTIMICROBIAL_PEPTIDES,REACTOME_INNATE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,REACTOME_GENE_EXPRESSION_TRANSCRIPTION,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,REACTOME_SIGNALING_BY_TGF_BETA_FAMILY_MEMBERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MTORC1_MEDIATED_SIGNALLING,REACTOME_MTOR_SIGNALLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ANTIGEN_PROCESSING:_UBIQUITINATION_PROTEASOME_DEGRADATION,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_6_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MAPK1_ERK2_ACTIVATION,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_7_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_17_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_1_PROCESSING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_DISEASE,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,REACTOME_SIGNALING_BY_FGFR4,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,REACTOME_SIGNALING_BY_FGFR1,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_SIGNALING_BY_FGFR2,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR3,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR3,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,REACTOME_SIGNALING_BY_FGFR4,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR4,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
